"","d_q410_var_name_rice","d_q410_var_name","g_q5305_irrig_times_rice_wheat","revenue_wheat_rice","g_q5305_irrig_times_rice","g_q5305_irrig_times","revenue_wheat","revenue_rice","sowing_classes","sowdate_fmt","sowdate_fmt_rice","d_q409_var_type_rice","o_largest_plot_gps_latitude","o_largest_plot_gps_longitude","b_grain_yield_ton_per_ha_rice","a_q103_district","l_ton_per_hectare","l_crop_duration_days","l_crop_duration_days_rice","nperha","nperha_rice","p2o5perha","p2o5perha_rice","januaryfirst2017","sowdate_fmt_wheat_day","sowdate_fmt_rice_day","X","gw_2017","gw_2018","median_onset_82_15","sd_onset_82_15","onset_2017","monsoon_onset_dev","variety_type","variety_type_NMWV","rice_duration_class","rice_duration_class_long","rice_duration_class_long_all","sowing_classes_varieties","sowing_classes_varieties_all","rice_revenue_share","sowing_classes_lev","sowing_classes_Both_early","sowing_classes_Both_late","sowing_classes_Rice_early","sowing_classes_Wheat_early"
"1414","Jaya","PBW343",4,18750,2,2,18750,0,"Rice early",2017-12-11,2017-06-22,"Improved",25.793,86.61,2.22222221950617,"Saharsa",1.5,112,152,51.8518518518518,165.555555348611,45.4320987654321,63.8888888090278,2017-01-01,344,172,2075,3.58373999595642,3.19817662239075,151,6.67778444290161,185,34,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0,"Rice early",0,0,1,0
"1415","Jaya","PBW343",7,68200.000078,4,3,39600,28600.000078,"Rice early",2017-12-04,2017-07-10,"Improved",25.799,86.624,2.17283951185185,"Saharsa",3.3,132,162,156.987654739621,129.283950962041,49.9753087752428,74.9629631628642,2017-01-01,337,190,2077,3.58373999595642,3.19817662239075,151,6.67778444290161,185,34,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.419354839373758,"Rice early",0,0,1,0
"1416","Jaya","PBW343",4,80380.20837275,2,2,38500,41880.20837275,"Rice early",2017-11-29,2017-07-05,"Improved",25.8,86.656,3.84773662962963,"Saharsa",2.75,127,157,86.9135803193416,132.00000011,62.4691358545267,49.9753086836214,2017-01-01,332,185,2081,3.24453783035278,2.61839628219604,156,8.04862117767334,186,30,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.52102637229475,"Rice early",0,0,1,0
"1417","Jaya","PBW343",4,70400,2,2,38500,31900,"Rice early",2017-11-28,2017-07-04,"Improved",25.8,86.655,2.8641975308642,"Saharsa",2.75,122,149,99.4074074074074,96.7901234567901,62.4691358024691,49.9753086419753,2017-01-01,331,184,2082,3.41973686218262,2.70037627220154,156,8.58756160736084,186,30,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.453125,"Rice early",0,0,1,0
"1418","Jaya","PBW343",5,65430.000026,2,3,29680,35750.000026,"Rice early",2017-11-30,2017-07-11,"Improved",25.746,86.649,2.71604938518519,"Saharsa",2.12,148,161,84.9735450221013,110.194003590305,80.317460363356,53.5449735755707,2017-01-01,333,191,2107,4.27369976043701,3.44969964027405,158,7.56649827957153,190,32,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.546385450279596,"Rice early",0,0,1,0
"1419","Jaya","PBW343",6,66000.000048,3,3,26400,39600.000048,"Rice early",2017-12-02,2017-07-08,"Improved",25.746,86.652,3.25925926419753,"Saharsa",2.2,133,161,104.296296421452,94.5185186319407,74.9629630529185,49.9753087019457,2017-01-01,335,188,2112,3.30777740478516,3.19399905204773,154,6.99918842315674,186,32,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.600000000290909,"Rice early",0,0,1,0
"1420","Jaya","PBW343",4,72960.000036,2,2,40560,32400.000036,"Rice early",2017-11-22,2017-06-26,"Improved",26.352,87.016,2.6666666691358,"Supaul",3.38,140,165,177.333333510667,189.333333522667,61.3333333946667,92.000000092,2017-01-01,325,176,2133,3.46952891349792,2.76730251312256,157,8.81931400299072,186,29,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.444078947642724,"Rice early",0,0,1,0
"1421","Jaya","PBW343",4,62500,2,2,32500,30000,"Rice early",2017-11-28,2017-06-26,"Improved",26.275,87.033,2.96296296296296,"Supaul",2.5,133,161,108.641975308642,108.641975308642,45.4320987654321,45.4320987654321,2017-01-01,331,176,2189,2.83280467987061,1.84930539131165,153,6.65690565109253,185,32,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.48,"Rice early",0,0,1,0
"1422","Jaya","PBW343",6,69500,3,3,36500,33000,"Rice early",2017-12-06,2017-07-12,"Improved",26.05,86.688,2.96296296296296,"Supaul",2.5,127,162,117.530864197531,154.074074074074,68.1481481481482,45.4320987654321,2017-01-01,339,192,2191,2.78831219673157,2.80593800544739,150,9.65052223205566,184,34,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.474820143884892,"Rice early",0,0,1,0
"1423","Jaya","PBW343",5,90255.55556,2,3,34700,55555.55556,"Rice early",2017-11-24,2017-06-21,"Improved",26.949,83.71,4.57247370864197,"Kushinagar",2,149,152,152.962962771759,87.0598994055784,42.5925925393519,50.480109739369,2017-01-01,327,171,3643,5.36314821243286,2.96649765968323,172,6.77282905578613,190,18,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.615536131989879,"Rice early",0,0,1,0
"1424","Jaya","PBW343",4,31200,3,1,31200,0,"Rice early",2017-12-18,2017-07-08,"Improved",25.796,86.615,3.25925925679012,"Saharsa",2.4,125,146,107.012345572,72.246913508,49.975308592,24.987654296,2017-01-01,351,188,4459,2.4017698764801,0.601976096630096,164,7.50883340835571,190,26,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0,"Rice early",0,0,1,0
"1425","Jaya","PBW343",4,82638.8888944,2,2,44750,37888.8888944,"Rice early",2017-12-10,2017-07-03,"Improved",25.798,86.622,3.01783264691358,"Saharsa",3.58,136,165,149.382716082579,94.5185185395226,62.4691358163512,49.9753086530809,2017-01-01,343,183,4460,2.98634743690491,0.959985733032227,166,6.7428412437439,191,25,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.458487394994096,"Rice early",0,0,1,0
"1426","Jaya","PBW343",4,63799.999978,2,2,39600,24199.999978,"Rice early",2017-12-08,2017-07-07,"Improved",25.897,86.659,2.17283950395062,"Saharsa",3.3,125,150,149.3827159,74.419753012,62.46913574,62.46913574,2017-01-01,341,187,4470,2.64822149276733,2.26376175880432,165,6.41036701202393,189,24,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.379310344613555,"Rice early",0,0,1,0
"1427","Jaya","UP262",5,74424.99996,4,1,33800,40624.99996,"Rice early",2017-11-25,2017-06-28,"Improved",26.916,84.59,4.01234567407407,"WestChamparan",2.6,138,173,67.40740734,107.53086409,59.061728336,29.530864168,2017-01-01,328,178,1073,3.60844302177429,1.24341142177582,162,10.4081478118896,187,25,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.545851528140196,"Rice early",0,0,1,0
"1428","Jaya","UP262",4,38260.0000285,2,2,17360,20900.0000285,"Rice early",2017-12-15,2017-07-05,"Improved",25.998,86.901,2.17283950888889,"Madhepura",1.24,126,153,94.5185186319407,89.0864198599901,49.9753087019457,99.9506174038914,2017-01-01,348,185,2057,2.86208915710449,2.5483705997467,150,6.00489091873169,186,36,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.546262415392878,"Rice early",0,0,1,0
"1429","Jaya","UP262",4,67810.657915,2,2,30360,37450.657915,"Rice early",2017-12-04,2017-06-26,"Improved",25.794,86.61,3.36257310123457,"Saharsa",2.53,125,150,178.333333427193,145.672514696553,63.8888889225146,76.6666667070176,2017-01-01,337,176,2074,3.58373999595642,3.19817662239075,151,6.67778444290161,185,34,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.552282768911401,"Rice early",0,0,1,0
"1430","Jaya","UP262",4,62218.75001075,2,2,29700,32518.75001075,"Rice early",2017-12-07,2017-07-08,"Improved",25.725,86.829,2.98765432098765,"Saharsa",2.2,126,171,102.123456812818,127.111111139358,69.4101509070568,69.4101509070568,2017-01-01,340,188,2093,3.11876940727234,2.41166090965271,155,8.093674659729,186,31,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.522651933784132,"Rice early",0,0,1,0
"1431","Jaya","UP262",3,70400.000048,1,2,30800,39600.000048,"Rice early",2017-12-14,2017-07-09,"Improved",25.894,86.644,3.25925926419753,"Saharsa",2.2,123,158,141.777777947911,104.296296421452,74.9629630529185,74.9629630529185,2017-01-01,347,189,2105,3.0785071849823,2.38782739639282,155,7.72589111328125,186,31,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.562500000298295,"Rice early",0,0,1,0
"1432","Kaveri","HD2967",5,100312.5,1,4,75000,25312.5,"Both early",2017-11-17,2017-06-28,"Improved",26.96,83.919,2.77777777777778,"Kushinagar",6.25,160,160,156.79012345679,128.950617283951,39.5061728395062,28.3950617283951,2017-01-01,320,178,304,1.87631976604462,1.64705264568329,163,8.50345325469971,189,26,"NMWV",1,"short",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.252336448598131,"Both early",1,0,0,0
"1433","Kaveri","HD2967",9,78075.000033,6,3,40950,37125.000033,"Rice early",2017-11-25,2017-07-07,"Improved",26.126,84.15,3.33333333580247,"Siwan",3.15,131,151,114.567901234568,131.333333464667,60.5761316872428,61.3333333946667,2017-01-01,328,187,3475,3.16798424720764,2.83593058586121,167,7.25874614715576,190,23,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.47550432298826,"Rice early",0,0,1,0
"1434","Kaveri","HD2967",5,84520.4472888,3,2,34800,49720.4472888,"Rice early",2017-12-04,2017-07-14,"Improved",25.535,83.344,3.94430639259259,"Gazipur",2.4,129,144,173.827160493827,163.294284700035,72.6913580246914,0,2017-01-01,337,194,3558,2.20112323760986,1.79358875751495,168,6.37748765945435,189,21,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.588265311929893,"Rice early",0,0,1,0
"1435","Kaveri","HD2967",6,104200,4,2,34200,70000,"Both early",2017-11-13,2017-06-26,"Improved",26.428,83.445,4.93827160493827,"Gorakhpur",2.25,150,141,64.4444444444444,113.58024691358,34.0740740740741,0,2017-01-01,316,176,3596,6.48523187637329,5.36797142028809,175,7.94905662536621,191,16,"NMWV",1,"short",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.671785028790787,"Both early",1,0,0,0
"1436","Kaveri","HD2967",3,139161.449278,2,1,62060,77101.449278,"Both early",2017-11-05,2017-07-07,"Improved",27.139,82.701,5.43925568148148,"Siddharthnagar",4.28,156,152,38.9849108280994,160.493827160494,48.3950617176406,48.3091787439614,2017-01-01,308,187,3918,7.04420185089111,4.25360918045044,165,8.07809925079346,188,23,"NMWV",1,"short",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.554043161220433,"Both early",1,0,0,0
"1437","Kaveri","HUW234",8,94500,6,2,31500,63000,"Both late",2017-12-01,2017-07-21,"Improved",25.171,83.557,4.44444444444444,"Kaimur",2.1,130,141,171.111111111111,125.679012345679,45.4320987654321,45.4320987654321,2017-01-01,334,201,3408,7.44860029220581,4.21585941314697,174,6.60807609558105,193,19,"EMWV",0,"short",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.666666666666667,"Both late",0,1,0,0
"1438","Kaveri","Kedar",10,89300,8,2,30800,58500,"Both late",2017-12-24,2017-07-27,"Improved",25.012,83.657,4.44444444444444,"Kaimur",2.2,122,161,135.802469135802,142.617283950617,56.7901234567901,56.7901234567901,2017-01-01,357,207,4844,7.72381639480591,4.78210258483887,173,7.38587427139282,191,18,"EMWV",0,"short",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.655095184770437,"Both late",0,1,0,0
"1439","Kaveri","NL1",5,94359.999987,2,3,34560,59799.999987,"Rice early",2017-12-13,2017-07-07,"Improved",26.094,86.974,4.54320987654321,"Supaul",2.88,131,164,98.814814802463,36.3456790078025,52.246913573716,26.123456786858,2017-01-01,346,187,4478,4.24424695968628,2.57938671112061,165,7.58325004577637,191,26,"EMWV",0,"short",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.633743111437459,"Rice early",0,0,1,0
"1440","Kaveri","PBW343",6,99700,3,3,26000,73700,"Rice early",2017-12-21,2017-07-13,"Improved",25.27,84.353,6.61728395061728,"Arah",2,127,171,137.481481481481,173.827160493827,72.6913580246914,72.6913580246914,2017-01-01,354,193,73,5.60518312454224,2.56005120277405,170,5.98957443237305,191,21,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.739217652958877,"Rice early",0,0,1,0
"1441","Kaveri","PBW343",7,112560,4,3,58000,54560,"Rice early",2017-11-24,2017-07-10,"Improved",25.538,83.354,4.34567901234568,"Gazipur",4,140,132,190.024691358025,134.320987654321,90.8641975308642,18.1728395061728,2017-01-01,327,190,120,4.52737951278687,5.08974123001099,175,7.94917583465576,191,16,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.484719260838664,"Rice early",0,0,1,0
"1442","Kaveri","PBW343",6,78000,4,2,28400,49600,"Rice early",2017-11-22,2017-07-10,"Improved",25.536,83.345,3.95061728395062,"Gazipur",2,142,132,144.592592592593,90.8641975308642,90.8641975308642,0,2017-01-01,325,190,172,5.90111064910889,6.65669441223145,175,7.86185169219971,191,16,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.635897435897436,"Rice early",0,0,1,0
"1443","Kaveri","PBW343",3,68550,1,2,45450,23100,"Both late",2017-11-25,2017-07-21,"Improved",26.281,85.587,1.90123456814815,"Muzaffarpur",3.03,147,137,119.506172851457,79.3086419832395,52.148148153363,74.9629629704593,2017-01-01,328,201,378,4.51083040237427,1.58899140357971,170,6.23832225799561,191,21,"NMWV",1,"short",0,"medium_improved","Both late_Improved_NMWV","Both late_medium_improved_NMWV",0.336980306345733,"Both late",0,1,0,0
"1444","Kaveri","PBW343",6,111879.999988,4,2,59080,52799.999988,"Rice early",2017-11-23,2017-07-09,"Improved",26.478,85.126,4.34567901234568,"EastChamparan",4.22,141,142,179.259259211457,165.860082260297,74.9629629429728,83.2921810477476,2017-01-01,326,189,1021,4.18120908737183,1.36271858215332,162,9.9625244140625,187,25,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.471934215173965,"Rice early",0,0,1,0
"1445","Kaveri","PBW343",3,114430.434782,2,1,52800,61630.434782,"Both early",2017-11-20,2017-07-12,"Improved",27.342,82.846,4.34782608641975,"Siddharthnagar",3.3,136,137,74.4973545048042,162.479871175523,53.544973550328,55.5555555555556,2017-01-01,323,192,3916,6.06607437133789,3.54376840591431,161,7.39484357833862,187,26,"NMWV",1,"short",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.538584292713834,"Both early",1,0,0,0
"1446","Kaveri","PBW502",3,87999.999967,1,2,57750,30249.999967,"Rice early",2017-11-28,2017-07-04,"Improved",26.743,84.865,2.71604938024691,"EastChamparan",3.85,141,156,94.518518424,112.444444332,49.975308592,0,2017-01-01,331,184,1048,2.58667349815369,0.915787994861603,161,8.72051334381104,189,28,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.343749999753906,"Rice early",0,0,1,0
"1447","Kaveri","PBW502",3,105950.00004,2,1,61950,44000.00004,"Both early",2017-11-08,2017-07-02,"Improved",26.747,84.865,3.62139918024691,"EastChamparan",4.13,159,154,136.888888752,124.938271709053,62.46913574,0,2017-01-01,311,182,1049,2.58667349815369,0.915787994861603,161,8.72051334381104,189,28,"NMWV",1,"short",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.415290231461901,"Both early",1,0,0,0
"1448","Kaveri","PBW502",2,106599.999996,1,1,51600,54999.999996,"Rice early",2017-11-28,2017-06-30,"Improved",26.744,84.865,4.52674897037037,"EastChamparan",3.44,140,157,124.485596697445,104.115226328772,52.0576131643861,0,2017-01-01,331,180,1051,3.77111911773682,1.55940508842468,167,10.2127923965454,191,24,"NMWV",1,"short",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.515947467148816,"Rice early",0,0,1,0
"1449","Kaveri","UP262",7,91065.013488,4,3,37092,53973.013488,"Both late",2017-12-10,2017-07-25,"Improved",25.103,83.312,4.44222333333333,"Chandauli",2.81,137,158,122.222222161111,101.430766098432,51.1111110855555,85.1426138782461,2017-01-01,343,205,1867,5.04439401626587,6.19887590408325,178,6.61881494522095,193,15,"EMWV",0,"short",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.592686602908286,"Both late",0,1,0,0
"1450","Kranti","DBW17",8,75000.00001,4,4,39000,36000.00001,"Rice early",2017-11-30,2017-07-13,"Improved",26.5,86.943,3.55555555802469,"Supaul",3,124,175,131.851851904593,0,40.8888889052444,0,2017-01-01,333,193,2198,2.78450584411621,2.26854610443115,150,7.55184125900269,186,36,"EMWV",0,"medium",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.480000000069333,"Rice early",0,0,1,0
"1451","Kranti","NL1",6,79500.00006,4,2,19500,60000.00006,"Both late",2017-11-25,2017-07-15,"Improved",26.506,86.938,5.9259259308642,"Supaul",1.5,139,153,77.3333334106667,95.1111112062222,40.8888889297778,34.0740741081481,2017-01-01,328,195,2127,3.46952891349792,2.76730251312256,157,8.81931400299072,186,29,"EMWV",0,"medium",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.754716981317195,"Both late",0,1,0,0
"1452","Kranti","NL1",7,70319.99997,4,3,34320,35999.99997,"Both early",2017-11-18,2017-07-05,"Improved",26.518,86.997,3.55555555308642,"Supaul",3.12,153,155,149.333333213867,130.370370266074,68.1481480936296,54.5185184749037,2017-01-01,321,185,2128,3.8159544467926,3.38994860649109,157,7.44576358795166,187,30,"EMWV",0,"medium",0,"medium_improved","Both early_Improved_EMWV","Both early_medium_improved_EMWV",0.511945392283253,"Both early",1,0,0,0
"1453","Kranti","NL1",5,53999.999988,2,3,36000,17999.999988,"Rice early",2017-12-01,2017-06-29,"Improved",26.518,86.998,1.48148148024691,"Supaul",3,140,166,70.5185184621037,65.185185133037,40.8888888561778,27.2592592374519,2017-01-01,334,179,2134,2.93480062484741,1.73794221878052,157,9.29136943817139,186,29,"EMWV",0,"medium",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.333333333185185,"Rice early",0,0,1,0
"1454","Kranti","NL1",4,53999.999988,2,2,36000,17999.999988,"Rice early",2017-11-30,2017-06-28,"Improved",26.518,86.998,1.48148148024691,"Supaul",3,132,169,65.1851851851852,65.185185133037,27.2592592592593,27.2592592374519,2017-01-01,333,178,2186,2.75597357749939,2.76980876922607,151,9.24918079376221,185,34,"EMWV",0,"medium",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.333333333185185,"Rice early",0,0,1,0
"1455","Kranti","NL1",5,36000.000011,3,2,19500,16500.000011,"Rice early",2017-11-25,2017-07-02,"Improved",26.505,86.938,1.48148148197531,"Supaul",1.5,133,153,84.1481481818074,56.8888889116444,40.8888889052444,40.8888889052444,2017-01-01,328,182,2206,2.38122630119324,2.0908727645874,146,7.83458232879639,186,40,"EMWV",0,"medium",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.458333333498843,"Rice early",0,0,1,0
"1456","Kranti","PBW502",5,86350.000066,3,2,31900,54450.000066,"Both early",2017-11-16,2017-07-10,"Improved",26.003,85.472,4.88888889382716,"Muzaffarpur",2.2,145,143,154.271605123398,99.9506174038914,74.9629630529185,0,2017-01-01,319,190,3785,4.51083040237427,1.58899140357971,170,6.23832225799561,190,20,"NMWV",1,"medium",0,"medium_improved","Both early_Improved_NMWV","Both early_medium_improved_NMWV",0.630573248690008,"Both early",1,0,0,0
"1457","Laxmi","Aditya",11,125928,8,3,37800,88128,"Both late",2017-12-19,2017-07-21,"Improved",25.248,85.021,5.37283950617284,"Jehanabad",2.7,112,165,142.485596707819,86.9135802469136,54.5185185185185,36.3456790123457,2017-01-01,352,201,2914,4.72681903839111,3.74202132225037,168,5.41794872283936,192,24,"EMWV",0,"early",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.699828473413379,"Both late",0,1,0,0
"1458","Laxmi","HD2967",6,120287.5,3,3,39037.5,81250,"Rice early",2017-11-23,2017-06-28,"Improved",26.625,83.281,4.93827160493827,"Gorakhpur",2.25,144,150,124.444444444444,108.641975308642,56.7901234567901,45.4320987654321,2017-01-01,326,178,278,1.93670964241028,2.16592907905579,172,7.85823726654053,190,18,"NMWV",1,"early",0,"medium_improved","Rice early_Improved_NMWV","Rice early_medium_improved_NMWV",0.675465031694898,"Rice early",0,0,1,0
"1459","Laxmi","Kedar",7,121600,5,2,49600,72000,"Rice early",2017-11-30,2017-07-08,"Improved",25.177,85.338,4.74074074074074,"Nalanda",3.2,127,153,62.8938271604938,123.259259259259,68.8987654320988,36.3456790123457,2017-01-01,333,188,3128,6.18292045593262,6.25176954269409,170,7.83530759811401,192,22,"EMWV",0,"early",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.592105263157895,"Rice early",0,0,1,0
"1460","Laxmi","LOK1",16,87200,13,3,30000,57200,"Rice early",2017-12-26,2017-07-05,"Improved",25.25,85.022,5.1358024691358,"Jehanabad",2,107,154,94.1827160493827,159.604938271605,36.3456790123457,36.3456790123457,2017-01-01,359,185,2881,6.64036798477173,5.06712675094604,169,6.64651298522949,192,23,"EMWV",0,"early",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.655963302752294,"Rice early",0,0,1,0
"1461","Laxmi","LOK1",8,121750,6,2,44950,76800,"Rice early",2017-11-29,2017-07-04,"Improved",25.223,85.299,4.74074074074074,"Nalanda",2.9,127,156,131.687242798354,135.374485596708,44.7736625514403,36.3456790123457,2017-01-01,332,184,3169,4.32818222045898,2.00909972190857,168,5.55465269088745,191,23,"EMWV",0,"early",0,"medium_improved","Rice early_Improved_EMWV","Rice early_medium_improved_EMWV",0.630800821355236,"Rice early",0,0,1,0
"1462","Laxmi","LOK1",16,89760,13,3,33600,56160,"Both late",2017-12-12,2017-07-23,"Improved",25.145,84.771,4.26666666666667,"Arwal",2.8,115,164,123.456790123457,105.086419753086,36.4039252928142,36.3456790123457,2017-01-01,345,203,3239,5.17425775527954,1.64989483356476,166,6.62910842895508,191,25,"EMWV",0,"early",0,"medium_improved","Both late_Improved_EMWV","Both late_medium_improved_EMWV",0.625668449197861,"Both late",0,1,0,0
"1463","Loknath-505","GK-7777",3,59283.333384,1,2,39450,19833.333384,"Both late",2017-12-04,2017-07-29,"Hybrid",24.758,86.904,2.44855967679012,"Banka",2.63,125,169,95.299978340914,80.6584364156379,39.8527182152913,19.8765432595679,2017-01-01,337,209,2724,5.32483053207397,2.99527955055237,169,6.4081506729126,192,23,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.334551588985933,"Both late",0,1,0,0
"1464","Loknath-505","HD2733",6,116050.000066,3,3,61600,54450.000066,"Wheat early",2017-11-16,2017-07-18,"Hybrid",25.698,85.608,4.88888889382716,"Samastipur",4.4,149,128,124.395061877669,107.012345807427,62.4691358774321,49.9753087019457,2017-01-01,319,198,781,5.66633176803589,3.41324758529663,158,8.22390270233154,186,28,"NMWV",1,"medium",0,"Hybrid","Wheat early_Hybrid_NMWV","Wheat early_Hybrid_NMWV",0.469194313098089,"Wheat early",0,0,0,1
"1465","Loknath-505","LOK1",4,93257.142864,2,2,38400,54857.142864,"Wheat early",2017-11-10,2017-07-18,"Hybrid",25.489,85.01,3.38624338518518,"Patna",2.56,161,133,159.604938271605,179.019400352734,36.3456790123457,72.6913580246914,2017-01-01,313,198,539,4.00296306610107,3.14071249961853,169,8.5250301361084,192,23,"EMWV",0,"medium",0,"Hybrid","Wheat early_Hybrid_EMWV","Wheat early_Hybrid_EMWV",0.588235294147924,"Wheat early",0,0,0,1
"1466","Loknath-505","LOK1",3,83445.00012,2,1,40320,43125.00012,"Rice early",2017-11-25,2017-07-10,"Hybrid",25.056,86.046,4.25925927160494,"Lakhisarai",2.88,136,153,124.938271948519,111.876543517537,52.2469137239259,74.9629631691111,2017-01-01,328,190,2319,7.58137607574463,5.73263454437256,164,7.41389989852905,191,27,"EMWV",0,"medium",0,"Hybrid","Rice early_Hybrid_EMWV","Rice early_Hybrid_EMWV",0.516807478674374,"Rice early",0,0,1,0
"1467","Loknath-505","LOK1",3,52000,2,1,10400,41600,"Both late",2017-12-09,2017-07-21,"Hybrid",25.187,86.569,3.16049382716049,"Munger",0.8,133,147,86.9135802469136,123.259259259259,36.3456790123457,36.3456790123457,2017-01-01,342,201,2419,6.65661001205444,3.55608057975769,158,8.3526668548584,190,32,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.8,"Both late",0,1,0,0
"1468","Loknath-505","LOK1",7,116750,5,2,38750,78000,"Rice early",2017-11-30,2017-07-02,"Hybrid",25.184,85.641,5.1358024691358,"Nalanda",2.5,125,173,166.716049382716,141.432098765432,54.5185185185185,36.3456790123457,2017-01-01,333,182,3080,6.25555801391602,3.1176700592041,169,6.25060606002808,192,23,"EMWV",0,"medium",0,"Hybrid","Rice early_Hybrid_EMWV","Rice early_Hybrid_EMWV",0.668094218415418,"Rice early",0,0,1,0
"1469","Loknath-505","LOK1",7,117800,5,2,43400,74400,"Both late",2017-11-23,2017-07-15,"Hybrid",25.262,85.417,4.74074074074074,"Nalanda",2.8,134,147,148.543209876543,136.691358024691,54.5185185185185,25.2839506172839,2017-01-01,326,195,3146,3.40422415733337,1.61096489429474,169,5.66287755966187,191,22,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.631578947368421,"Both late",0,1,0,0
"1470","Loknath-505","LOK1",8,116090,6,2,41850,74240,"Both late",2017-11-28,2017-07-15,"Hybrid",25.224,85.299,4.58271604938272,"Nalanda",2.7,141,149,131.16049382716,165.056790123457,44.2469135802469,36.3456790123457,2017-01-01,331,195,3168,4.32818222045898,2.00909972190857,168,5.55465269088745,191,23,"EMWV",0,"medium",0,"Hybrid","Both late_Hybrid_EMWV","Both late_Hybrid_EMWV",0.639503833232837,"Both late",0,1,0,0
